gsm,sample_name,patient,condition,replicate,cell_type,cell_label_method,n_cells,total_cells_sample,NAB2_mean,NAB2_pct_expr,STAT6_mean,STAT6_pct_expr,IL13_mean,IL13_pct_expr,CCL17_mean,CCL17_pct_expr,GATA3_mean,GATA3_pct_expr,type2_full_genes,type2_full_mean,type2_detected_genes,type2_detected_mean,type2_sensitivity_genes,type2_sensitivity_mean
GSM6190737,BCH04-NL2,BCH04,AD non-lesional,NL2,fibroblast,obs:Cell type,2102,5970,0.10146727412939072,6.755470980019029,0.17749157547950745,11.227402473834443,0.0024736030027270317,0.09514747859181732,0.0009982597548514605,0.09514747859181732,0.011636737734079361,0.7611798287345386,"IL13,IL4,IL5,IL31,CCL17,CCL22,CCL26,TSLP,IL4R",0.0325409397482872,"CCL26,IL4R",0.1349240094423294,"CCL17,CCL22,CCL26,TSLP,IL4R,IL31",0.04827342927455902
GSM6190737,BCH04-NL2,BCH04,AD non-lesional,NL2,keratinocyte,obs:Cell type,1378,5970,0.1287720948457718,8.853410740203193,0.15495440363883972,8.99854862119013,0.0,0.0,0.0023153722286224365,0.14513788098693758,0.6441739797592163,33.88969521044993,"IL13,IL4,IL5,IL31,CCL17,CCL22,CCL26,TSLP,IL4R",0.0179191492497921,"CCL22,TSLP,IL4R",0.04964935779571533,"CCL17,CCL22,CCL26,TSLP,IL4R,IL31",0.026666291058063507
GSM6190737,BCH04-NL2,BCH04,AD non-lesional,NL2,melanocyte,obs:Cell type,35,5970,0.13564759492874146,8.571428571428571,0.11839128285646439,8.571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,"IL13,IL4,IL5,IL31,CCL17,CCL22,CCL26,TSLP,IL4R",0.0,,,"CCL17,CCL22,CCL26,TSLP,IL4R,IL31",0.0
GSM6190737,BCH04-NL2,BCH04,AD non-lesional,NL2,myeloid,obs:Cell type,474,5970,0.11815390735864639,8.016877637130802,0.1703336238861084,10.970464135021098,0.029352474957704544,1.0548523206751055,0.5228136777877808,17.29957805907173,0.0,0.0,"IL13,IL4,IL5,IL31,CCL17,CCL22,CCL26,TSLP,IL4R",0.14330127835273743,"CCL17,CCL22,IL4R",0.41436347365379333,"CCL17,CCL22,CCL26,TSLP,IL4R,IL31",0.21005982160568237
GSM6190738,BCH04-L1,BCH04,AD lesional,L1,LEC,obs:Cell type,86,9083,0.01641175150871277,1.1627906976744187,0.0,0.0,0.0,0.0,0.0,0.0,0.04285678640007973,3.488372093023256,"IL13,IL4,IL5,IL31,CCL17,CCL22,CCL26,TSLP,IL4R",0.004907081834971905,,,"CCL17,CCL22,CCL26,TSLP,IL4R,IL31",0.007360622752457857
GSM6190738,BCH04-L1,BCH04,AD lesional,L1,Pericyte/SMC,obs:Cell type,216,9083,0.09356104582548141,4.62962962962963,0.07411080598831177,3.7037037037037033,0.0,0.0,0.013565522618591785,0.4629629629629629,0.028013382107019424,1.3888888888888888,"IL13,IL4,IL5,IL31,CCL17,CCL22,CCL26,TSLP,IL4R",0.14290037751197815,CCL26,1.2230308055877686,"CCL17,CCL22,CCL26,TSLP,IL4R,IL31",0.21435056626796722
GSM6190738,BCH04-L1,BCH04,AD lesional,L1,Plasma,obs:Cell type,2,9083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"IL13,IL4,IL5,IL31,CCL17,CCL22,CCL26,TSLP,IL4R",0.0,,,"CCL17,CCL22,CCL26,TSLP,IL4R,IL31",0.0
GSM6190738,BCH04-L1,BCH04,AD lesional,L1,Schwann,obs:Cell type,136,9083,0.03511643782258034,2.2058823529411766,0.05032024905085564,2.2058823529411766,0.0,0.0,0.0,0.0,0.013853596523404121,0.7352941176470588,"IL13,IL4,IL5,IL31,CCL17,CCL22,CCL26,TSLP,IL4R",0.0048487246967852116,,,"CCL17,CCL22,CCL26,TSLP,IL4R,IL31",0.007273087278008461
GSM6190738,BCH04-L1,BCH04,AD lesional,L1,Sweat gland,obs:Cell type,111,9083,0.13870713114738464,9.00900900900901,0.09916529804468155,6.306306306306306,0.0,0.0,0.02426014468073845,0.9009009009009009,0.3686474859714508,16.216216216216218,"IL13,IL4,IL5,IL31,CCL17,CCL22,CCL26,TSLP,IL4R",0.014661060646176338,,,"CCL17,CCL22,CCL26,TSLP,IL4R,IL31",0.021991590037941933
GSM6190738,BCH04-L1,BCH04,AD lesional,L1,T/NK,obs:Cell type,173,9083,0.08435676246881485,3.4682080924855487,0.12479232996702194,5.202312138728324,0.4257443845272064,14.450867052023122,0.013803208246827126,0.5780346820809248,0.48215559124946594,19.07514450867052,"IL13,IL4,IL5,IL31,CCL17,CCL22,CCL26,TSLP,IL4R",0.0687839612364769,IL13,0.4257443845272064,"CCL17,CCL22,CCL26,TSLP,IL4R,IL31",0.03221854194998741
GSM6190738,BCH04-L1,BCH04,AD lesional,L1,VEC,obs:Cell type,297,9083,0.08157041668891907,7.4074074074074066,0.24672457575798035,17.17171717171717,0.0,0.0,0.005998449400067329,0.6734006734006733,0.016072150319814682,1.3468013468013467,"IL13,IL4,IL5,IL31,CCL17,CCL22,CCL26,TSLP,IL4R",0.05832669511437416,"CCL26,IL4R",0.24221760034561157,"CCL17,CCL22,CCL26,TSLP,IL4R,IL31",0.08749004453420639
GSM6190738,BCH04-L1,BCH04,AD lesional,L1,fibroblast,obs:Cell type,1444,9083,0.12577995657920837,6.578947368421052,0.15421205759048462,8.240997229916898,0.0,0.0,0.003025307320058346,0.13850415512465375,0.022479107603430748,1.10803324099723,"IL13,IL4,IL5,IL31,CCL17,CCL22,CCL26,TSLP,IL4R",0.04257212579250336,"CCL26,IL4R",0.17697769403457642,"CCL17,CCL22,CCL26,TSLP,IL4R,IL31",0.06385818868875504
GSM6190738,BCH04-L1,BCH04,AD lesional,L1,keratinocyte,obs:Cell type,6365,9083,0.09411731362342834,6.677140612725845,0.26469364762306213,17.659073055773764,0.0008882610127329826,0.06284367635506677,0.004001299384981394,0.2199528672427337,0.8054639101028442,42.98507462686567,"IL13,IL4,IL5,IL31,CCL17,CCL22,CCL26,TSLP,IL4R",0.014550920575857162,"CCL26,TSLP,IL4R",0.0417400598526001,"CCL17,CCL22,CCL26,TSLP,IL4R,IL31",0.021678337827324867
GSM6190738,BCH04-L1,BCH04,AD lesional,L1,melanocyte,obs:Cell type,51,9083,0.15275254845619202,7.8431372549019605,0.03765612095594406,1.9607843137254901,0.0,0.0,0.10055693238973618,3.9215686274509802,0.049515075981616974,1.9607843137254901,"IL13,IL4,IL5,IL31,CCL17,CCL22,CCL26,TSLP,IL4R",0.016289517283439636,,,"CCL17,CCL22,CCL26,TSLP,IL4R,IL31",0.024434275925159454
GSM6190738,BCH04-L1,BCH04,AD lesional,L1,myeloid,obs:Cell type,202,9083,0.024057937785983086,1.4851485148514851,0.18595802783966064,10.396039603960396,0.0,0.0,0.5496125221252441,15.346534653465346,0.030423017218708992,1.4851485148514851,"IL13,IL4,IL5,IL31,CCL17,CCL22,CCL26,TSLP,IL4R",0.10929183661937714,CCL17,0.5496125221252441,"CCL17,CCL22,CCL26,TSLP,IL4R,IL31",0.1639377623796463
GSM6190739,BCH04-L2,BCH04,AD lesional,L2,LEC,obs:Cell type,70,8941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031542327255010605,1.4285714285714286,"IL13,IL4,IL5,IL31,CCL17,CCL22,CCL26,TSLP,IL4R",0.014691119082272053,,,"CCL17,CCL22,CCL26,TSLP,IL4R,IL31",0.022036679089069366
GSM6190739,BCH04-L2,BCH04,AD lesional,L2,Pericyte/SMC,obs:Cell type,242,8941,0.08869768679141998,4.958677685950414,0.1550377905368805,8.264462809917356,0.013060569763183594,0.4132231404958678,0.0,0.0,0.06751877814531326,3.71900826446281,"IL13,IL4,IL5,IL31,CCL17,CCL22,CCL26,TSLP,IL4R",0.1651577353477478,CCL26,1.3483014106750488,"CCL17,CCL22,CCL26,TSLP,IL4R,IL31",0.24555985629558563
GSM6190739,BCH04-L2,BCH04,AD lesional,L2,Plasma,obs:Cell type,1,8941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"IL13,IL4,IL5,IL31,CCL17,CCL22,CCL26,TSLP,IL4R",0.33433717489242554,,,"CCL17,CCL22,CCL26,TSLP,IL4R,IL31",0.5015057921409607
GSM6190739,BCH04-L2,BCH04,AD lesional,L2,Schwann,obs:Cell type,112,8941,0.13099713623523712,7.142857142857142,0.10389620065689087,5.357142857142857,0.0,0.0,0.0,0.0,0.04663046821951866,1.7857142857142856,"IL13,IL4,IL5,IL31,CCL17,CCL22,CCL26,TSLP,IL4R",0.009788775816559792,,,"CCL17,CCL22,CCL26,TSLP,IL4R,IL31",0.014683163724839687
GSM6190739,BCH04-L2,BCH04,AD lesional,L2,Sweat gland,obs:Cell type,102,8941,0.05692249536514282,4.901960784313726,0.26493039727211,19.607843137254903,0.0,0.0,0.008028022944927216,0.9803921568627451,0.32706907391548157,19.607843137254903,"IL13,IL4,IL5,IL31,CCL17,CCL22,CCL26,TSLP,IL4R",0.016299571841955185,,,"CCL17,CCL22,CCL26,TSLP,IL4R,IL31",0.024449357762932777
GSM6190739,BCH04-L2,BCH04,AD lesional,L2,T/NK,obs:Cell type,198,8941,0.027834048494696617,1.5151515151515151,0.10243528336286545,4.040404040404041,0.48474809527397156,17.17171717171717,0.0,0.0,0.6282464861869812,26.767676767676768,"IL13,IL4,IL5,IL31,CCL17,CCL22,CCL26,TSLP,IL4R",0.07581772655248642,IL13,0.48474809527397156,"CCL17,CCL22,CCL26,TSLP,IL4R,IL31",0.028883278369903564
GSM6190739,BCH04-L2,BCH04,AD lesional,L2,VEC,obs:Cell type,296,8941,0.10491937398910522,7.4324324324324325,0.17592768371105194,14.527027027027026,0.0,0.0,0.0,0.0,0.03696750849485397,2.364864864864865,"IL13,IL4,IL5,IL31,CCL17,CCL22,CCL26,TSLP,IL4R",0.040945690125226974,"CCL26,IL4R",0.16136138141155243,"CCL17,CCL22,CCL26,TSLP,IL4R,IL31",0.06141853332519531
GSM6190739,BCH04-L2,BCH04,AD lesional,L2,fibroblast,obs:Cell type,1386,8941,0.13753825426101685,7.72005772005772,0.17398101091384888,10.028860028860029,0.0,0.0,0.002765265293419361,0.1443001443001443,0.036858897656202316,2.236652236652237,"IL13,IL4,IL5,IL31,CCL17,CCL22,CCL26,TSLP,IL4R",0.034864410758018494,"CCL26,IL4R",0.1449364423751831,"CCL17,CCL22,CCL26,TSLP,IL4R,IL31",0.05229661986231804
GSM6190739,BCH04-L2,BCH04,AD lesional,L2,keratinocyte,obs:Cell type,6298,8941,0.11997340619564056,8.637662750079391,0.27705883979797363,18.72022864401397,0.0004950064467266202,0.031756113051762465,0.0014202219899743795,0.11114639568116863,0.8262977004051208,45.28421721181327,"IL13,IL4,IL5,IL31,CCL17,CCL22,CCL26,TSLP,IL4R",0.015204023569822311,"CCL26,TSLP,IL4R",0.04442611336708069,"CCL17,CCL22,CCL26,TSLP,IL4R,IL31",0.02272353507578373
GSM6190739,BCH04-L2,BCH04,AD lesional,L2,melanocyte,obs:Cell type,36,8941,0.2861785888671875,16.666666666666664,0.3423677086830139,19.444444444444446,0.09104248881340027,2.7777777777777777,0.0,0.0,0.04941551387310028,2.7777777777777777,"IL13,IL4,IL5,IL31,CCL17,CCL22,CCL26,TSLP,IL4R",0.020362483337521553,,,"CCL17,CCL22,CCL26,TSLP,IL4R,IL31",0.015369977802038193
GSM6190739,BCH04-L2,BCH04,AD lesional,L2,myeloid,obs:Cell type,200,8941,0.06866015493869781,3.5000000000000004,0.20658904314041138,12.5,0.0,0.0,0.5561472177505493,17.5,0.02870894968509674,1.5,"IL13,IL4,IL5,IL31,CCL17,CCL22,CCL26,TSLP,IL4R",0.12396226823329926,"CCL17,CCL22",0.4865507483482361,"CCL17,CCL22,CCL26,TSLP,IL4R,IL31",0.18594340980052948
GSM6190740,BCH05-NL,BCH05,AD non-lesional,NL,LEC,obs:Cell type,77,7121,0.030466487631201744,1.2987012987012987,0.0,0.0,0.0,0.0,0.0,0.0,0.05845342203974724,2.5974025974025974,"IL13,IL4,IL5,IL31,CCL17,CCL22,CCL26,TSLP,IL4R",0.013040179386734962,,,"CCL17,CCL22,CCL26,TSLP,IL4R,IL31",0.01956026814877987
GSM6190740,BCH05-NL,BCH05,AD non-lesional,NL,Pericyte/SMC,obs:Cell type,225,7121,0.09849013388156891,4.444444444444445,0.09406877309083939,4.0,0.0,0.0,0.0,0.0,0.0,0.0,"IL13,IL4,IL5,IL31,CCL17,CCL22,CCL26,TSLP,IL4R",0.01018693670630455,,,"CCL17,CCL22,CCL26,TSLP,IL4R,IL31",0.0152804059907794
GSM6190740,BCH05-NL,BCH05,AD non-lesional,NL,Schwann,obs:Cell type,46,7121,0.09991913288831711,6.521739130434782,0.1549730747938156,6.521739130434782,0.0,0.0,0.0,0.0,0.15274004638195038,6.521739130434782,"IL13,IL4,IL5,IL31,CCL17,CCL22,CCL26,TSLP,IL4R",0.0,,,"CCL17,CCL22,CCL26,TSLP,IL4R,IL31",0.0
GSM6190740,BCH05-NL,BCH05,AD non-lesional,NL,Sweat gland,obs:Cell type,155,7121,0.11565357446670532,7.096774193548387,0.11872448772192001,7.741935483870968,0.0,0.0,0.0,0.0,0.3765096366405487,18.70967741935484,"IL13,IL4,IL5,IL31,CCL17,CCL22,CCL26,TSLP,IL4R",0.0008568739867769182,,,"CCL17,CCL22,CCL26,TSLP,IL4R,IL31",0.0012853109510615468
GSM6190740,BCH05-NL,BCH05,AD non-lesional,NL,T/NK,obs:Cell type,85,7121,0.11572398990392685,4.705882352941177,0.060440510511398315,2.3529411764705883,0.0,0.0,0.0,0.0,0.3583599627017975,12.941176470588237,"IL13,IL4,IL5,IL31,CCL17,CCL22,CCL26,TSLP,IL4R",0.0,,,"CCL17,CCL22,CCL26,TSLP,IL4R,IL31",0.0
GSM6190740,BCH05-NL,BCH05,AD non-lesional,NL,VEC,obs:Cell type,306,7121,0.029405366629362106,2.287581699346405,0.17410725355148315,10.784313725490197,0.0,0.0,0.004761180840432644,0.32679738562091504,0.09383165091276169,5.228758169934641,"IL13,IL4,IL5,IL31,CCL17,CCL22,CCL26,TSLP,IL4R",0.015589664690196514,,,"CCL17,CCL22,CCL26,TSLP,IL4R,IL31",0.023384496569633484
GSM6190740,BCH05-NL,BCH05,AD non-lesional,NL,fibroblast,obs:Cell type,1725,7121,0.06257960945367813,3.246376811594203,0.10985998809337616,5.681159420289855,0.0,0.0,0.0,0.0,0.06337521225214005,3.246376811594203,"IL13,IL4,IL5,IL31,CCL17,CCL22,CCL26,TSLP,IL4R",0.005490409675985575,,,"CCL17,CCL22,CCL26,TSLP,IL4R,IL31",0.0078452592715621
GSM6190740,BCH05-NL,BCH05,AD non-lesional,NL,keratinocyte,obs:Cell type,4113,7121,0.16852633655071259,9.846827133479213,0.1295701414346695,7.61001701920739,0.00040158090996555984,0.024313153415998056,0.0,0.0,0.8231621980667114,38.09871140286895,"IL13,IL4,IL5,IL31,CCL17,CCL22,CCL26,TSLP,IL4R",0.0061884126625955105,"TSLP,IL4R",0.025611435994505882,"CCL17,CCL22,CCL26,TSLP,IL4R,IL31",0.009215688332915306
GSM6190740,BCH05-NL,BCH05,AD non-lesional,NL,melanocyte,obs:Cell type,73,7121,0.1845920979976654,8.21917808219178,0.1757241040468216,10.95890410958904,0.0,0.0,0.0,0.0,0.030128231272101402,1.36986301369863,"IL13,IL4,IL5,IL31,CCL17,CCL22,CCL26,TSLP,IL4R",0.0026506809517741203,,,"CCL17,CCL22,CCL26,TSLP,IL4R,IL31",0.0039760214276611805
GSM6190740,BCH05-NL,BCH05,AD non-lesional,NL,myeloid,obs:Cell type,316,7121,0.1543031930923462,8.227848101265822,0.10154340416193008,6.012658227848101,0.0,0.0,0.026395881548523903,1.5822784810126582,0.06669482588768005,3.1645569620253164,"IL13,IL4,IL5,IL31,CCL17,CCL22,CCL26,TSLP,IL4R",0.023448025807738304,,,"CCL17,CCL22,CCL26,TSLP,IL4R,IL31",0.03517203778028488
GSM6190741,BCH05-L,BCH05,AD lesional,L,LEC,obs:Cell type,71,8465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"IL13,IL4,IL5,IL31,CCL17,CCL22,CCL26,TSLP,IL4R",0.0,,,"CCL17,CCL22,CCL26,TSLP,IL4R,IL31",0.0
GSM6190741,BCH05-L,BCH05,AD lesional,L,Pericyte/SMC,obs:Cell type,175,8465,0.09464367479085922,3.428571428571429,0.06335779279470444,3.428571428571429,0.0,0.0,0.0,0.0,0.020163949579000473,1.1428571428571428,"IL13,IL4,IL5,IL31,CCL17,CCL22,CCL26,TSLP,IL4R",0.11213687062263489,CCL26,0.9177303910255432,"CCL17,CCL22,CCL26,TSLP,IL4R,IL31",0.16820530593395233
GSM6190741,BCH05-L,BCH05,AD lesional,L,Schwann,obs:Cell type,46,8465,0.0,0.0,0.11176382005214691,4.3478260869565215,0.0,0.0,0.0,0.0,0.0,0.0,"IL13,IL4,IL5,IL31,CCL17,CCL22,CCL26,TSLP,IL4R",0.0,,,"CCL17,CCL22,CCL26,TSLP,IL4R,IL31",0.0
GSM6190741,BCH05-L,BCH05,AD lesional,L,Sweat gland,obs:Cell type,78,8465,0.056621748954057693,3.8461538461538463,0.15742343664169312,7.6923076923076925,0.0,0.0,0.0,0.0,0.20256099104881287,8.974358974358974,"IL13,IL4,IL5,IL31,CCL17,CCL22,CCL26,TSLP,IL4R",0.009662664495408535,,,"CCL17,CCL22,CCL26,TSLP,IL4R,IL31",0.01449399720877409
GSM6190741,BCH05-L,BCH05,AD lesional,L,T/NK,obs:Cell type,254,8465,0.08024601638317108,2.7559055118110236,0.0595708042383194,1.968503937007874,0.09049782902002335,2.7559055118110236,0.0,0.0,0.18340416252613068,6.692913385826772,"IL13,IL4,IL5,IL31,CCL17,CCL22,CCL26,TSLP,IL4R",0.02356090396642685,,,"CCL17,CCL22,CCL26,TSLP,IL4R,IL31",0.020258387550711632
GSM6190741,BCH05-L,BCH05,AD lesional,L,VEC,obs:Cell type,234,8465,0.020792081952095032,1.7094017094017095,0.10566486418247223,5.128205128205128,0.0,0.0,0.002279495121911168,0.4273504273504274,0.03447738289833069,2.1367521367521367,"IL13,IL4,IL5,IL31,CCL17,CCL22,CCL26,TSLP,IL4R",0.03801526129245758,IL4R,0.16751205921173096,"CCL17,CCL22,CCL26,TSLP,IL4R,IL31",0.05702288821339607
GSM6190741,BCH05-L,BCH05,AD lesional,L,fibroblast,obs:Cell type,1648,8465,0.15639953315258026,8.13106796116505,0.1889379620552063,9.405339805825243,0.0,0.0,0.0,0.0,0.02061988227069378,0.9708737864077669,"IL13,IL4,IL5,IL31,CCL17,CCL22,CCL26,TSLP,IL4R",0.012951267883181572,"CCL26,IL4R",0.05315283313393593,"CCL17,CCL22,CCL26,TSLP,IL4R,IL31",0.019310591742396355
GSM6190741,BCH05-L,BCH05,AD lesional,L,keratinocyte,obs:Cell type,5391,8465,0.12852005660533905,9.775551845668708,0.2323838174343109,16.972732331663885,0.0,0.0,0.0015168070094659925,0.11129660545353368,0.560509204864502,34.687442033017994,"IL13,IL4,IL5,IL31,CCL17,CCL22,CCL26,TSLP,IL4R",0.02726098522543907,"CCL22,CCL26,TSLP,IL4R",0.06094347685575485,"CCL17,CCL22,CCL26,TSLP,IL4R,IL31",0.04089147970080376
GSM6190741,BCH05-L,BCH05,AD lesional,L,melanocyte,obs:Cell type,95,8465,0.1875857263803482,9.473684210526317,0.34081119298934937,20.0,0.0,0.0,0.04018611088395119,2.1052631578947367,0.01750205270946026,1.0526315789473684,"IL13,IL4,IL5,IL31,CCL17,CCL22,CCL26,TSLP,IL4R",0.016444554552435875,,,"CCL17,CCL22,CCL26,TSLP,IL4R,IL31",0.024666830897331238
GSM6190741,BCH05-L,BCH05,AD lesional,L,myeloid,obs:Cell type,473,8465,0.12049613893032074,5.9196617336152215,0.19989044964313507,10.359408033826638,0.006965907756239176,0.21141649048625794,0.20142194628715515,6.342494714587738,0.017275819554924965,0.8456659619450317,"IL13,IL4,IL5,IL31,CCL17,CCL22,CCL26,TSLP,IL4R",0.07580236345529556,"CCL17,CCL22,IL4R",0.22508513927459717,"CCL17,CCL22,CCL26,TSLP,IL4R,IL31",0.11254256963729858
GSM6190742,BCH06-NL,BCH06,AD non-lesional,NL,LEC,obs:Cell type,79,8380,0.005397566128522158,1.2658227848101267,0.0420629121363163,2.5316455696202533,0.0,0.0,0.0,0.0,0.05224863067269325,3.79746835443038,"IL13,IL4,IL5,IL31,CCL17,CCL22,CCL26,TSLP,IL4R",0.005967157427221537,,,"CCL17,CCL22,CCL26,TSLP,IL4R,IL31",0.008950736373662949
GSM6190742,BCH06-NL,BCH06,AD non-lesional,NL,Pericyte/SMC,obs:Cell type,407,8380,0.13937485218048096,8.353808353808354,0.16037479043006897,9.828009828009828,0.0,0.0,0.01576882041990757,0.9828009828009828,0.042781200259923935,2.211302211302211,"IL13,IL4,IL5,IL31,CCL17,CCL22,CCL26,TSLP,IL4R",0.09028400480747223,"CCL26,IL4R",0.3955785930156708,"CCL17,CCL22,CCL26,TSLP,IL4R,IL31",0.13542599976062775
GSM6190742,BCH06-NL,BCH06,AD non-lesional,NL,Plasma,obs:Cell type,1,8380,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"IL13,IL4,IL5,IL31,CCL17,CCL22,CCL26,TSLP,IL4R",0.0,,,"CCL17,CCL22,CCL26,TSLP,IL4R,IL31",0.0
GSM6190742,BCH06-NL,BCH06,AD non-lesional,NL,Schwann,obs:Cell type,72,8380,0.023351401090621948,1.3888888888888888,0.05467628687620163,4.166666666666666,0.0,0.0,0.05500773340463638,2.7777777777777777,0.05987032130360603,2.7777777777777777,"IL13,IL4,IL5,IL31,CCL17,CCL22,CCL26,TSLP,IL4R",0.01296102162450552,,,"CCL17,CCL22,CCL26,TSLP,IL4R,IL31",0.019441531971096992
GSM6190742,BCH06-NL,BCH06,AD non-lesional,NL,Sweat gland,obs:Cell type,75,8380,0.1003136858344078,6.666666666666667,0.23241597414016724,17.333333333333336,0.0,0.0,0.0,0.0,0.75422602891922,41.333333333333336,"IL13,IL4,IL5,IL31,CCL17,CCL22,CCL26,TSLP,IL4R",0.01234389003366232,,,"CCL17,CCL22,CCL26,TSLP,IL4R,IL31",0.01851583458483219
GSM6190742,BCH06-NL,BCH06,AD non-lesional,NL,T/NK,obs:Cell type,1019,8380,0.07543271034955978,3.631010794896958,0.09615756571292877,4.2198233562316,0.14746695756912231,6.182531894013739,0.017420096322894096,0.7850834151128557,0.5909727811813354,25.515210991167812,"IL13,IL4,IL5,IL31,CCL17,CCL22,CCL26,TSLP,IL4R",0.03807881101965904,"IL13,IL4R",0.14903004467487335,"CCL17,CCL22,CCL26,TSLP,IL4R,IL31",0.029169710353016853
GSM6190742,BCH06-NL,BCH06,AD non-lesional,NL,VEC,obs:Cell type,429,8380,0.15664976835250854,16.083916083916083,0.26109081506729126,27.73892773892774,0.0036873864009976387,0.4662004662004662,0.013422682881355286,1.1655011655011656,0.06227259710431099,5.827505827505827,"IL13,IL4,IL5,IL31,CCL17,CCL22,CCL26,TSLP,IL4R",0.03452177718281746,"CCL26,TSLP,IL4R",0.09229015558958054,"CCL17,CCL22,CCL26,TSLP,IL4R,IL31",0.05116810277104378
GSM6190742,BCH06-NL,BCH06,AD non-lesional,NL,fibroblast,obs:Cell type,1653,8380,0.10844144225120544,7.1990320629159115,0.1911989152431488,12.94615849969752,0.004411545116454363,0.3024803387779794,0.008903780952095985,0.48396854204476714,0.05515125393867493,3.4482758620689653,"IL13,IL4,IL5,IL31,CCL17,CCL22,CCL26,TSLP,IL4R",0.020558223128318787,"CCL26,TSLP,IL4R",0.05469134822487831,"CCL17,CCL22,CCL26,TSLP,IL4R,IL31",0.028974950313568115
GSM6190742,BCH06-NL,BCH06,AD non-lesional,NL,keratinocyte,obs:Cell type,3962,8380,0.1795240342617035,15.345784957092379,0.2272721529006958,19.687026754164563,0.0006587934331037104,0.05047955577990913,0.014001228846609592,0.933871781928319,1.3858972787857056,74.8359414437153,"IL13,IL4,IL5,IL31,CCL17,CCL22,CCL26,TSLP,IL4R",0.018858622759580612,"CCL17,TSLP,IL4R",0.05330028012394905,"CCL17,CCL22,CCL26,TSLP,IL4R,IL31",0.028057465329766273
GSM6190742,BCH06-NL,BCH06,AD non-lesional,NL,melanocyte,obs:Cell type,41,8380,0.2319369912147522,14.634146341463413,0.23608028888702393,17.073170731707318,0.0,0.0,0.049455173313617706,2.4390243902439024,0.06926701217889786,4.878048780487805,"IL13,IL4,IL5,IL31,CCL17,CCL22,CCL26,TSLP,IL4R",0.013416222296655178,,,"CCL17,CCL22,CCL26,TSLP,IL4R,IL31",0.02012433297932148
GSM6190742,BCH06-NL,BCH06,AD non-lesional,NL,myeloid,obs:Cell type,642,8380,0.0641556903719902,3.894080996884735,0.15168048441410065,9.034267912772584,0.0012552865082398057,0.1557632398753894,0.26402947306632996,8.09968847352025,0.045022912323474884,2.336448598130841,"IL13,IL4,IL5,IL31,CCL17,CCL22,CCL26,TSLP,IL4R",0.0573001503944397,"CCL17,CCL22,IL4R",0.16790485382080078,"CCL17,CCL22,CCL26,TSLP,IL4R,IL31",0.08574101328849792
GSM6190743,BCH06-L,BCH06,AD lesional,L,LEC,obs:Cell type,43,8534,0.017364848405122757,2.3255813953488373,0.06121758371591568,4.651162790697675,0.020165828987956047,2.3255813953488373,0.0,0.0,0.09803461283445358,6.976744186046512,"IL13,IL4,IL5,IL31,CCL17,CCL22,CCL26,TSLP,IL4R",0.031047791242599487,,,"CCL17,CCL22,CCL26,TSLP,IL4R,IL31",0.0432107150554657
GSM6190743,BCH06-L,BCH06,AD lesional,L,Pericyte/SMC,obs:Cell type,195,8534,0.14088858664035797,12.307692307692308,0.20064030587673187,15.384615384615385,0.00566902058199048,0.5128205128205128,0.053687531501054764,3.5897435897435894,0.07963106036186218,5.641025641025641,"IL13,IL4,IL5,IL31,CCL17,CCL22,CCL26,TSLP,IL4R",0.04162626340985298,IL4R,0.22562819719314575,"CCL17,CCL22,CCL26,TSLP,IL4R,IL31",0.06149455904960632
GSM6190743,BCH06-L,BCH06,AD lesional,L,Plasma,obs:Cell type,7,8534,0.0,0.0,0.0,0.0,0.0,0.0,0.35925135016441345,14.285714285714285,0.0,0.0,"IL13,IL4,IL5,IL31,CCL17,CCL22,CCL26,TSLP,IL4R",0.09170915186405182,,,"CCL17,CCL22,CCL26,TSLP,IL4R,IL31",0.13756372034549713
GSM6190743,BCH06-L,BCH06,AD lesional,L,Schwann,obs:Cell type,19,8534,0.29168248176574707,21.052631578947366,0.7110881805419922,42.10526315789473,0.0,0.0,0.0,0.0,0.0,0.0,"IL13,IL4,IL5,IL31,CCL17,CCL22,CCL26,TSLP,IL4R",0.011101169511675835,,,"CCL17,CCL22,CCL26,TSLP,IL4R,IL31",0.016651755198836327
GSM6190743,BCH06-L,BCH06,AD lesional,L,Sweat gland,obs:Cell type,41,8534,0.07555165141820908,4.878048780487805,0.034175045788288116,2.4390243902439024,0.0,0.0,0.04808206856250763,2.4390243902439024,1.0336884260177612,46.34146341463415,"IL13,IL4,IL5,IL31,CCL17,CCL22,CCL26,TSLP,IL4R",0.054467666894197464,,,"CCL17,CCL22,CCL26,TSLP,IL4R,IL31",0.08170150220394135
